sensor,a0,a1,a2,a3,a4,a5,a6,a7
ANW109,0.024282537043579955,3.0106923683788027,-251.022059163028,24773.81738819697,154697.4879371691,-60353.32513101393,-65889380.790076084,1243336048.9205842
ANW110,-0.006439967844511979,3.4201255442001854,-5.208850817925257,333.58756920172436,188.17661203191074,-26.70882247551621,391.17122788376133,17642.80646979379
ANW117,-0.01843633552073978,-1.361050525894429,14.160620661869478,656.1488250365616,-1057.8385341253352,-21204.632165355913,26675.51755198292,411190.62004822027
ANW19,-0.010658041642113798,3.7307450162193145,-11.623725668847023,309.5177043939389,55.732130144989966,-1313.9457609043357,-712.2352692667478,16821.3860799887
ANW22,0.02209159065385094,4.767334369084764,23.68661849081481,828.9190156229253,341.58716362420785,-6965.139267562039,4671.34043805247,287242.5261890115
ANW43,0.0022825570493830646,3.956985355365737,3.815365632656548,303.5377225122791,-88.69160279928782,-2519.43399951992,658.4222116692177,27411.97749496856
ANW49,0.0014069486377913953,2.2860022826351947,40.43527189559899,20602.879679438225,-10475.42546102113,833625.7270817827,18725.829897926276,159184287.68727452
ANW61,-0.03581464380035892,3.413148322003132,21.333438180472207,453.94505133212374,-191.6118717090304,-4452.314360409018,5729.661785096377,56120.14541782561
ANW63,0.07306344545329625,3.7513426719285206,-7.581644305305955,121.81809090860942,675.0931511718916,1181.6309263514922,-4778.963528912152,-9453.030375831351
ANW65,0.0020532871756937143,3.1768644191966424,1.81707076586606,141.2349228344184,-1.1292548095560107,-431.3020407971769,-36.52346759030948,1446.7493680835014
ANW88,-0.007246643492630818,3.0582439634621528,4.638391786137521,282.97914278837936,-44.1436579330474,-1416.9498958621725,-743.4336483989176,34381.71410250012
ANW89,1.000623201670607,6.426982671474185,10.168747359486671,-79.34098790096834,-12.022801792589567,1326.585591704232,-101.32334754694602,-4466.09411437202
ANW94,-0.05124383670833232,8.541499617585226,0.45013880929802597,26.688519278235713,-72.29969759453155,60.72795166505335,-20.67945904458458,2.4757540884885754
